BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
17VP;17VP01;Alfrinkcollege;DEURNE;Noord-Brabant;VMBO;TL;Economie;;19;19;0;6,6;,0;6,6
17VP;17VP01;Alfrinkcollege;DEURNE;Noord-Brabant;VMBO;TL;Landbouw;;4;4;0;6,6;,0;6,6
17VP;17VP01;Alfrinkcollege;DEURNE;Noord-Brabant;VMBO;TL;Techniek;;11;11;0;6,8;,0;6,8
17VP;17VP01;Alfrinkcollege;DEURNE;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;20;20;0;6,6;,0;6,6
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Economie;HBR;9;9;0;6,4;,0;6,4
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Intersect. programma;DP;12;12;0;6,7;,0;6,7
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Techniek;BWI;8;8;0;6,4;,0;6,4
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Techniek;MTR;9;9;0;6,5;,0;6,5
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Techniek;PIE;14;14;0;6,3;,0;6,3
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;BL;Zorg & Welzijn;ZWE;23;23;0;6,5;,0;6,5
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Economie;HBR;13;13;0;6,7;,0;6,7
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Intersect. programma;DP;28;28;0;6,6;,0;6,6
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Techniek;BWI;15;15;0;6,6;,0;6,5
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Techniek;MTR;15;15;0;6,8;,0;6,8
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Techniek;PIE;15;15;0;7,0;,0;7,0
17VP;17VP02;Hub van Doornecollege;DEURNE;Noord-Brabant;VMBO;KL;Zorg & Welzijn;ZWE;36;36;0;6,7;,0;6,7
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Cultuur en Maatschappij;17;17;0;6,9;,0;7,0
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Economie en Maatschappij;83;82;1;6,6;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,8;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Natuur en Gezondheid;45;45;0;6,7;,0;6,8
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Natuur en Techniek;20;18;2;6,6;,0;6,7
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;6,8;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;BL;Intersect. programma;DP;18;18;0;6,7;,0;6,8
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;BL;Techniek;BWI;3;3;0;7,0;,0;7,0
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;BL;Techniek;PIE;4;4;0;6,6;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;GL;Intersect. programma;DP;2;2;0;6,8;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;GL;Techniek;BWI;4;4;0;6,5;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;GL;Techniek;PIE;2;2;0;6,8;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;KL;Intersect. programma;DP;37;37;0;6,7;,0;6,8
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;KL;Techniek;BWI;7;7;0;6,5;,0;6,5
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;KL;Techniek;PIE;19;19;0;6,5;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;TL;Economie;;29;28;1;6,4;,0;6,5
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;TL;Landbouw;;5;5;0;6,7;,0;6,7
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;TL;Techniek;;23;23;0;6,5;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VMBO;TL;Zorg & Welzijn;;68;68;0;6,5;,0;6,6
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Cultuur en Maatschappij;15;15;0;6,9;,0;7,0
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Economie en Maatschappij;10;10;0;6,9;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;11;0;6,9;,0;6,9
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Natuur en Gezondheid;6;6;0;6,9;,0;7,0
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Natuur en Techniek;17;17;0;7,0;,0;7,1
17VS;17VS00;Greijdanus;ZWOLLE;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;21;0;6,8;,0;6,9
17VS;17VS02;Greijdanus;ENSCHEDE;Overijssel;VMBO;TL;Economie;;9;9;0;6,7;,0;6,8
17VS;17VS02;Greijdanus;ENSCHEDE;Overijssel;VMBO;TL;Landbouw;;1;1;0;7,1;,0;7,1
17VS;17VS02;Greijdanus;ENSCHEDE;Overijssel;VMBO;TL;Techniek;;4;4;0;6,8;,0;6,9
17VS;17VS02;Greijdanus;ENSCHEDE;Overijssel;VMBO;TL;Zorg & Welzijn;;12;12;0;6,3;,0;6,4
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Cultuur en Maatschappij;11;11;0;6,6;,0;6,6
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Economie en Maatschappij;26;26;0;6,5;,0;6,5
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,6;,0;6,6
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Natuur en Gezondheid;11;11;0;6,5;,0;6,6
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Natuur en Techniek;2;1;1;5,9;,0;5,9
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;3;0;6,8;,0;6,9
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;BL;Intersect. programma;DP;9;9;0;6,5;,0;6,6
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;BL;Techniek;MTR;3;3;0;6,1;,0;6,1
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;BL;Techniek;PIE;4;4;0;6,3;,0;6,4
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;KL;Intersect. programma;DP;13;13;0;6,3;,0;6,3
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;KL;Techniek;BWI;4;4;0;6,4;,0;6,5
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;KL;Techniek;MTR;2;2;0;6,8;,0;6,8
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;KL;Techniek;PIE;5;5;0;6,4;,0;6,4
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;TL;Economie;;15;15;0;6,8;,0;6,8
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;TL;Landbouw;;2;2;0;6,8;,0;6,8
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;TL;Techniek;;15;15;0;6,5;,0;6,5
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VMBO;TL;Zorg & Welzijn;;44;44;0;6,8;,0;6,8
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Cultuur en Maatschappij;2;2;0;6,6;,0;6,6
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Economie en Maatschappij;6;6;0;6,7;,0;6,8
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,7;,0;6,7
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Natuur en Gezondheid;2;2;0;6,6;,0;6,7
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Natuur en Gezondheid / Cultuur en Maatschappij;1;1;0;6,9;,0;7,0
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Natuur en Techniek;2;2;0;6,3;,0;6,5
17VS;17VS03;Greijdanus;HARDENBERG;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;6,8;,0;6,8
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;HAVO;;;Economie en Maatschappij;7;7;0;6,6;,0;6,7
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;HAVO;;;Natuur en Gezondheid;8;8;0;6,5;,0;6,5
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;4;4;0;6,6;,0;6,7
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;BL;Intersect. programma;DP;4;4;0;5,9;,0;6,0
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;KL;Intersect. programma;DP;25;25;0;6,3;,0;6,3
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;TL;Economie;;9;9;0;6,5;,0;6,6
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;TL;Landbouw;;1;1;0;6,4;,0;6,4
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;TL;Techniek;;13;13;0;6,8;,0;6,8
17VS;17VS04;Greijdanus;MEPPEL;Drenthe;VMBO;TL;Zorg & Welzijn;;15;15;0;6,7;,0;6,7
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Cultuur en Maatschappij;11;11;0;6,7;,0;6,7
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Economie en Maatschappij;32;32;0;6,6;,0;6,7
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;19;19;0;6,7;,0;6,8
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Natuur en Gezondheid;19;18;1;6,5;,0;6,5
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Natuur en Techniek;5;5;0;6,6;,0;6,6
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;11;0;6,9;,0;7,0
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VMBO;TL;Economie;;21;21;0;6,4;,0;6,4
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VMBO;TL;Techniek;;7;7;0;7,2;,0;7,3
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VMBO;TL;Zorg & Welzijn;;20;20;0;6,8;,0;6,9
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Cultuur en Maatschappij;10;10;0;6,6;,0;6,6
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Economie en Maatschappij;14;14;0;6,6;,0;6,6
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,7;,0;6,8
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Natuur en Gezondheid;18;18;0;6,7;,0;6,8
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Natuur en Techniek;12;12;0;6,9;,0;7,0
17WP;17WP00;Werkpl Kindergem Sch;DE BILT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;41;41;0;7,0;,0;7,1
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;6;6;0;6,4;,0;6,6
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;28;26;2;6,4;,0;6,5
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;14;0;6,9;,0;7,0
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;29;29;0;6,6;,0;6,7
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Natuur en Techniek;12;12;0;6,7;,0;6,8
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;6,5;,0;6,6
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VMBO;TL;Economie;;14;14;0;6,6;,0;6,7
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VMBO;TL;Techniek;;9;8;1;6,3;,0;6,4
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;20;19;1;6,8;,0;6,9
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;1;1;0;7,7;,0;7,9
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Economie en Maatschappij;5;5;0;6,9;,0;7,0
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;6,8;,0;7,0
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;11;11;0;6,9;,0;7,0
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Natuur en Techniek;9;9;0;6,8;,0;6,9
17WQ;17WQ00;Lentiz;VLAARDINGEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;11;11;0;7,0;,0;7,1
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;BL;Intersect. programma;DP;20;20;0;6,6;,0;6,7
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;BL;Techniek;PIE;24;24;0;6,7;,0;6,7
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;ZWE;15;15;0;6,7;,0;6,7
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;KL;Intersect. programma;DP;50;50;0;6,6;,0;6,6
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;KL;Techniek;PIE;1;1;0;6,5;,0;6,7
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;ZWE;25;25;0;6,7;,0;6,8
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;TL;Economie;;20;20;0;6,5;,0;6,6
17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;Zuid-Holland;VMBO;TL;Techniek;;2;2;0;6,6;,0;6,5
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;HAVO;;;Cultuur en Maatschappij;7;7;0;6,4;,0;6,6
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;HAVO;;;Economie en Maatschappij;29;27;2;6,4;,0;6,5
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,8;,0;6,8
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;HAVO;;;Natuur en Gezondheid;27;24;3;6,4;,0;6,5
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;16;0;6,9;,0;7,0
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VMBO;TL;Economie;;30;30;0;6,3;,0;6,4
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VMBO;TL;Landbouw;;1;1;0;6,3;,0;6,4
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VMBO;TL;Techniek;;4;4;0;6,3;,0;6,3
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VMBO;TL;Zorg & Welzijn;;20;20;0;6,5;,0;6,6
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VWO;;;Cultuur en Maatschappij;6;6;0;6,5;,0;6,5
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VWO;;;Economie en Maatschappij;11;11;0;6,9;,0;7,0
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,8;,0;6,8
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VWO;;;Natuur en Gezondheid;4;4;0;6,7;,0;6,8
17XU;17XU00;Het Heerenlanden;VIJFHEERENLANDEN;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;17;0;6,9;,0;7,0
17XU;17XU01;locatie De Joost;VIJFHEERENLANDEN;Utrecht;VMBO;BL;Intersect. programma;DP;11;11;0;6,3;,0;6,3
17XU;17XU01;locatie De Joost;VIJFHEERENLANDEN;Utrecht;VMBO;BL;Zorg & Welzijn;ZWE;6;6;0;6,6;,0;6,6
17XU;17XU01;locatie De Joost;VIJFHEERENLANDEN;Utrecht;VMBO;KL;Intersect. programma;DP;17;17;0;6,4;,0;6,4
17XU;17XU01;locatie De Joost;VIJFHEERENLANDEN;Utrecht;VMBO;KL;Zorg & Welzijn;ZWE;8;8;0;6,5;,0;6,6
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;EO;14;14;0;6,6;,0;6,7
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;BWI;9;9;0;6,2;,0;6,3
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;MTR;8;8;0;6,2;,0;6,3
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;PIE;15;15;0;6,2;,0;6,2
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;ZWE;36;36;0;6,6;,0;6,6
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;GL;Economie;EO;8;8;0;7,0;,0;7,1
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;GL;Techniek;BWI;1;1;0;6,1;,0;6,1
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;GL;Techniek;MTR;1;1;0;6,5;,0;6,6
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;GL;Techniek;PIE;3;3;0;6,5;,0;6,6
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;GL;Zorg & Welzijn;ZWE;7;7;0;6,7;,0;6,7
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;EO;10;10;0;6,7;,0;6,8
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;KL;Techniek;MTR;2;2;0;6,6;,0;6,8
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;KL;Techniek;PIE;6;5;1;6,3;,0;6,4
17YF;17YF00;Zuiderpark;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;ZWE;15;15;0;6,6;,0;6,7
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;EO;13;13;0;6,4;,0;6,5
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;ZWE;7;7;0;6,6;,0;6,6
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;GL;Zorg & Welzijn;ZWE;1;1;0;6,4;,0;6,4
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;EO;21;21;0;6,5;,0;6,6
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;ZWE;9;9;0;6,9;,0;6,9
17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;Zuid-Holland;VMBO;TL;Economie;;2;2;0;7,1;,0;7,3
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;BL;Economie;HBR;6;6;0;6,8;,0;6,8
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;BL;Techniek;MVI;14;14;0;6,8;,0;6,9
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;BL;Techniek;PIE;15;15;0;6,3;,0;6,4
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;BL;Zorg & Welzijn;ZWE;18;18;0;6,6;,0;6,6
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;KL;Economie;HBR;1;1;0;7,3;,0;7,3
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;KL;Techniek;MVI;15;15;0;7,0;,0;7,1
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;KL;Techniek;PIE;2;2;0;6,3;,0;6,4
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;KL;Zorg & Welzijn;ZWE;17;17;0;6,9;,0;6,9
17YS;17YS00;Esprit Scholen;AMSTERDAM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;5;5;0;6,5;,0;6,6
17YS;17YS02;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Economie;;16;14;2;6,2;,0;6,3
17YS;17YS02;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;15;12;3;6,2;,0;6,3
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,5;,0;6,6
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;34;34;0;6,3;,0;6,4
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;,0;6,6
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;3;3;0;6,5;,0;6,6
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;14;2;6,3;,0;6,4
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Economie;;28;28;0;6,4;,0;6,5
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Techniek;;17;17;0;6,2;,0;6,3
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;17;17;0;6,2;,0;6,3
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;8;8;0;6,8;,0;6,9
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;5;5;0;6,4;,0;6,4
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;13;0;6,7;,0;6,8
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;6;6;0;6,4;,0;6,5
17YS;17YS03;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;23;22;1;6,7;,0;6,8
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;12;10;2;6,2;,0;6,4
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;4;4;0;6,3;,0;6,3
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;6,2;,0;6,3
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;BL;Intersect. programma;DP;24;23;1;6,3;,0;6,3
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;KL;Intersect. programma;DP;84;82;2;6,4;,0;6,5
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Economie;;27;27;0;6,4;,0;6,5
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Techniek;;16;16;0;6,6;,0;6,6
17YS;17YS04;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;1;1;0;7,9;,0;7,9
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,4;,0;6,4
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;36;34;2;6,4;,0;6,5
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;12;10;2;6,3;,0;6,4
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek;5;5;0;6,3;,0;6,3
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,4;,0;6,5
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;6,7;,0;6,8
17YS;17YS08;Esprit Scholengroep;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;28;28;0;6,5;,0;6,6
